City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
307,Sao Pedro,BR,2020-04-17 01:18:12,-22.55,-47.91,65.26,70,20,1.52
308,Yenagoa,NG,2020-04-17 01:19:15,4.92,6.26,79.74,93,100,4.52
309,Burns Lake,CA,2020-04-17 01:15:35,54.23,-125.75,57.27,44,12,8.03
310,Naze,JP,2020-04-17 01:19:16,28.37,129.48,73.4,60,40,9.17
311,Ust-Uda,RU,2020-04-17 01:19:16,54.17,103.03,39.13,73,100,5.55
312,Atherton,GB,2020-04-17 01:19:16,53.52,-2.49,48.99,81,44,10.29
313,Rocha,UY,2020-04-17 01:19:16,-34.48,-54.33,58.44,91,0,5.19
314,Hofn,IS,2020-04-17 01:19:16,64.25,-15.21,40.53,69,27,12.21
315,Acajutla,SV,2020-04-17 01:19:16,13.59,-89.83,75.99,95,5,1.01
316,Kulhudhuffushi,MV,2020-04-17 01:19:16,6.62,73.07,85.8,65,98,7.27
317,Saint Albans,GB,2020-04-17 01:19:16,51.75,-0.33,52.0,76,11,8.05
318,Avera,US,2020-04-17 01:19:16,33.19,-82.53,66.0,66,1,3.65
319,Manggar,ID,2020-04-17 01:19:16,-2.88,108.27,81.77,74,94,1.36
320,La Seyne-Sur-Mer,FR,2020-04-17 01:19:16,43.1,5.88,55.0,87,53,3.36
321,Tselinnoye,RU,2020-04-17 01:19:16,53.08,85.67,39.61,82,20,4.9
322,Whitehorse,CA,2020-04-17 01:19:16,60.72,-135.05,51.8,57,75,6.93
323,Pishin,PK,2020-04-17 01:19:16,30.58,67.0,55.38,49,100,0.58
324,Gwanda,ZW,2020-04-17 01:19:17,-20.93,29.0,70.93,40,67,8.21
325,Horsham,GB,2020-04-17 01:19:17,51.06,-0.33,53.01,87,0,6.93
326,Taoudenni,ML,2020-04-17 01:19:17,22.68,-3.98,91.83,22,79,4.94
327,Elko,US,2020-04-17 01:19:17,41.0,-115.5,51.8,23,1,12.75
328,Aykhal,RU,2020-04-17 01:19:17,66.0,111.5,5.0,71,90,4.47
329,Mulchen,CL,2020-04-17 01:19:17,-37.72,-72.23,62.49,44,57,2.68
330,Longyearbyen,SJ,2020-04-17 01:19:17,78.22,15.64,30.2,74,75,6.93
331,Dalbandin,PK,2020-04-17 01:19:17,28.89,64.41,63.79,55,78,6.46
332,Mareeba,AU,2020-04-17 01:19:17,-17.0,145.43,87.01,70,40,11.41
333,Alyangula,AU,2020-04-17 01:19:17,-13.85,136.42,89.6,55,29,3.36
334,Choma,ZM,2020-04-17 01:19:17,-16.81,26.95,65.62,48,1,1.74
335,Grand Gaube,MU,2020-04-17 01:19:17,-20.01,57.66,75.2,83,40,8.05
336,Rabat,MA,2020-04-17 01:18:40,33.99,-6.84,61.0,100,20,3.36
337,Ilulissat,GL,2020-04-17 01:19:17,69.22,-51.1,30.2,46,90,21.92
338,Svetlogorsk,BY,2020-04-17 01:19:17,52.63,29.73,36.57,76,3,11.79
339,Flin Flon,CA,2020-04-17 01:15:16,54.77,-101.86,31.84,83,96,6.85
340,Xinyu,CN,2020-04-17 01:19:17,27.8,114.93,72.73,73,36,6.91
341,Gjellerup Kirkeby,DK,2020-04-17 01:19:17,56.14,9.05,43.0,93,0,5.82
342,Klerksdorp,ZA,2020-04-17 01:19:17,-26.85,26.67,48.81,28,0,4.97
343,Talcahuano,CL,2020-04-17 01:19:17,-36.72,-73.12,55.4,93,32,1.41
344,Coahuayana,MX,2020-04-17 01:19:17,18.73,-103.68,84.2,32,5,11.41
345,Acarau,BR,2020-04-17 01:19:17,-2.89,-40.12,77.88,89,49,5.97
346,Quatre Cocos,MU,2020-04-17 01:19:17,-20.21,57.76,75.2,83,40,8.05
347,Laguna,US,2020-04-17 01:19:18,38.42,-121.42,81.0,53,1,14.99
348,Buraydah,SA,2020-04-17 01:19:18,26.33,43.98,62.6,51,29,2.24
349,Moss Vale,AU,2020-04-17 01:19:18,-34.55,150.38,73.0,33,0,16.11
350,Vestmannaeyjar,IS,2020-04-17 01:19:18,63.44,-20.27,43.39,94,100,14.03
351,Maralal,KE,2020-04-17 01:19:18,1.1,36.7,63.21,52,100,6.62
352,Paamiut,GL,2020-04-17 01:19:18,61.99,-49.67,26.89,91,74,10.94
353,Perth,AU,2020-04-17 01:17:57,-31.93,115.83,69.01,48,100,10.29
354,Lagoa,PT,2020-04-17 01:19:18,39.05,-27.98,59.56,79,4,10.51
355,Xam Nua,LA,2020-04-17 01:19:18,20.42,104.04,68.77,56,83,1.32
356,Cabedelo,BR,2020-04-17 01:19:18,-6.98,-34.83,77.0,100,75,5.82
357,Tianpeng,CN,2020-04-17 01:19:18,30.99,103.94,73.4,35,40,6.71
358,Mundra,IN,2020-04-17 01:19:18,22.85,69.73,81.21,56,89,10.36
359,Biscarrosse,FR,2020-04-17 01:19:18,44.39,-1.17,62.01,93,90,5.82
360,Saint-Augustin,CA,2020-04-17 01:19:18,51.23,-58.65,25.34,90,76,8.79
361,Kokstad,ZA,2020-04-17 01:19:18,-30.55,29.42,46.92,58,5,3.2
362,Nelson Bay,AU,2020-04-17 01:19:18,-32.72,152.15,79.0,44,39,11.41
363,Narsaq,GL,2020-04-17 01:19:18,60.92,-46.05,32.0,91,100,5.68
364,Algiers,DZ,2020-04-17 01:16:06,36.75,3.04,60.8,93,40,1.12
365,Xiongyue,CN,2020-04-17 01:19:19,40.18,122.12,52.21,73,69,3.91
366,Sinnamary,GF,2020-04-17 01:19:19,5.38,-52.95,79.54,85,100,10.98
367,Palaikastron,GR,2020-04-17 01:19:19,35.2,26.25,57.0,62,0,17.0
368,Sexsmith,CA,2020-04-17 01:19:19,55.35,-118.79,50.0,43,75,13.87
369,Orahovac,XK,2020-04-17 01:19:19,42.4,20.65,46.99,65,14,2.77
370,Lisakovsk,KZ,2020-04-17 01:19:19,52.54,62.49,47.59,49,100,18.12
371,Dataganj,IN,2020-04-17 01:19:19,28.03,79.4,81.61,17,82,4.9
372,Kieta,PG,2020-04-17 01:19:19,-6.22,155.63,79.18,85,100,5.17
373,Camacha,PT,2020-04-17 01:19:19,33.08,-16.33,60.8,77,40,6.93
374,Antofagasta,CL,2020-04-17 01:19:19,-23.65,-70.4,62.6,88,37,5.82
375,Saint Anthony,US,2020-04-17 01:19:19,45.02,-93.22,44.01,28,90,9.17
376,Obo,CF,2020-04-17 01:19:19,5.4,26.49,73.69,56,39,1.3
377,Mackenzie,CA,2020-04-17 01:19:19,55.3,-123.17,55.4,37,1,8.05
378,Mezen,RU,2020-04-17 01:19:19,65.85,44.24,31.8,96,99,12.95
379,Hastings,GB,2020-04-17 01:15:28,50.86,0.57,50.0,87,15,11.41
380,Ahuimanu,US,2020-04-17 01:19:19,21.44,-157.84,84.2,61,75,12.75
381,Soyo,AO,2020-04-17 01:19:19,-6.13,12.37,81.0,87,100,6.26
382,Namatanai,PG,2020-04-17 01:19:19,-3.67,152.43,78.55,87,100,14.54
383,Biak,ID,2020-04-17 01:19:19,-0.91,122.88,81.86,73,16,0.72
384,Samut Prakan,TH,2020-04-17 01:19:19,13.6,100.6,90.0,79,40,2.24
385,Itarema,BR,2020-04-17 01:19:20,-2.92,-39.92,78.35,88,49,6.89
386,Iqaluit,CA,2020-04-17 01:19:20,63.75,-68.51,8.6,71,75,18.34
387,Lebu,CL,2020-04-17 01:19:20,-37.62,-73.65,56.37,85,53,8.41
388,Fuzhou,CN,2020-04-17 01:19:20,26.06,119.31,75.2,47,0,6.71
389,Chernushka,RU,2020-04-17 01:19:20,56.51,56.08,34.18,85,84,10.8
390,Zorgo,BF,2020-04-17 01:19:20,12.25,-0.62,87.26,10,0,9.42
391,Tiksi,RU,2020-04-17 01:19:20,71.69,128.87,-4.74,91,100,7.25
392,Murdochville,CA,2020-04-17 01:19:10,48.96,-65.5,16.52,91,76,7.07
393,Svetlyy,RU,2020-04-17 01:19:20,54.67,20.13,39.2,93,45,8.95
394,Okha,RU,2020-04-17 01:19:20,53.57,142.95,35.74,83,0,7.0
395,Werda,BW,2020-04-17 01:19:20,-25.27,23.28,61.43,21,0,10.85
396,Umreth,IN,2020-04-17 01:19:20,22.7,73.12,82.4,58,20,5.82
397,Padang,ID,2020-04-17 01:19:20,-0.95,100.35,77.67,78,95,2.64
398,Vila Velha,BR,2020-04-17 01:19:20,-20.33,-40.29,77.0,83,95,5.82
399,Monster,NL,2020-04-17 01:19:20,52.03,4.17,52.0,76,44,13.87
400,North Bay,CA,2020-04-17 01:14:31,46.32,-79.47,30.0,74,75,14.99
401,Bassano,CA,2020-04-17 01:19:20,50.78,-112.47,48.99,30,6,5.99
402,Tura,IN,2020-04-17 01:19:20,25.52,90.22,67.19,69,73,1.5
403,Dwarka,IN,2020-04-17 01:19:20,22.24,68.97,81.03,73,90,11.92
404,Sault Sainte Marie,CA,2020-04-17 01:19:21,46.52,-84.33,32.0,88,90,13.87
405,Shingu,JP,2020-04-17 01:19:21,33.73,135.98,68.0,64,40,9.17
406,Mahibadhoo,MV,2020-04-17 01:15:52,3.78,72.97,85.5,66,30,6.42
407,San Cristobal,VE,2020-04-17 01:19:21,7.77,-72.22,69.89,53,50,0.43
408,Abnub,EG,2020-04-17 01:19:21,27.27,31.15,64.4,59,48,17.22
409,Polovinnoye,RU,2020-04-17 01:19:21,54.79,65.99,47.1,52,100,17.54
410,Brae,GB,2020-04-17 01:19:21,60.4,-1.35,39.2,66,52,5.82
411,Abalak,RU,2020-04-17 01:19:21,58.13,68.59,42.85,74,100,9.31
412,Olafsvik,IS,2020-04-17 01:19:21,64.89,-23.71,42.42,94,100,18.57
413,Greensburg,US,2020-04-17 01:14:35,40.3,-79.54,41.0,44,5,11.41
414,Mecca,SA,2020-04-17 01:14:22,21.43,39.83,68.54,41,0,2.1
415,Neyshabur,IR,2020-04-17 01:19:21,36.21,58.8,51.13,37,0,1.23
416,Huanren,CN,2020-04-17 01:19:21,41.26,125.37,50.72,60,100,8.77
417,Bethel,US,2020-04-17 01:19:21,41.37,-73.41,45.0,29,1,6.93
418,Biskamzha,RU,2020-04-17 01:19:21,53.45,89.53,38.55,73,97,6.29
419,Moree,AU,2020-04-17 01:19:21,-29.47,149.85,82.4,34,79,12.75
420,Cherskiy,RU,2020-04-17 01:19:21,68.75,161.3,9.88,92,39,6.02
421,San Antonio,US,2020-04-17 01:18:37,29.42,-98.49,73.99,43,90,11.41
422,Quelimane,MZ,2020-04-17 01:19:22,-17.88,36.89,80.6,88,2,5.82
423,Kendari,ID,2020-04-17 01:19:22,-3.94,122.5,82.13,79,43,4.63
424,Udachnyy,RU,2020-04-17 01:19:22,66.42,112.4,5.0,71,66,4.47
425,Matadi,CD,2020-04-17 01:19:22,-5.82,13.45,77.36,89,100,1.63
426,Emerald,AU,2020-04-17 01:19:22,-23.53,148.17,84.2,51,1,4.7
427,Stykkisholmur,IS,2020-04-17 01:19:22,65.08,-22.73,40.14,89,98,13.69
428,Izhma,RU,2020-04-17 01:19:22,65.01,53.91,33.37,90,97,9.15
429,Chegdomyn,RU,2020-04-17 01:19:22,51.12,133.02,50.13,39,18,4.34
430,Leh,IN,2020-04-17 01:19:22,34.17,77.58,32.18,19,97,2.71
431,Chulman,RU,2020-04-17 01:19:22,56.85,124.91,21.81,85,98,9.55
432,Guangyuan,CN,2020-04-17 01:19:22,32.44,105.82,55.0,57,82,6.53
433,Caravelas,BR,2020-04-17 01:19:22,-17.71,-39.25,77.99,86,45,6.08
434,Grand-Lahou,CI,2020-04-17 01:19:22,5.14,-5.02,81.97,87,41,12.17
435,Shelburne,CA,2020-04-17 01:19:22,44.08,-80.2,34.0,80,90,8.05
436,Madaoua,NE,2020-04-17 01:19:22,14.07,5.96,83.35,12,22,9.51
437,Storforshei,NO,2020-04-17 01:19:22,66.4,14.52,33.42,87,96,7.14
438,Augusto Correa,BR,2020-04-17 01:19:22,-1.02,-46.63,76.42,86,60,1.95
439,Jodar,ES,2020-04-17 01:19:23,37.84,-3.35,61.0,63,99,1.14
440,Altay,CN,2020-04-17 01:19:23,47.87,88.12,41.11,41,83,3.4
441,Innisfail,AU,2020-04-17 01:15:09,-17.53,146.03,81.5,76,64,5.99
442,Nanakuli,US,2020-04-17 01:19:23,21.39,-158.15,84.2,54,75,9.17
443,Colac,AU,2020-04-17 01:19:23,-38.33,143.58,61.0,95,71,1.01
444,Mirzapur,IN,2020-04-17 01:19:23,25.15,82.58,78.8,61,20,4.7
445,Bloemhof,ZA,2020-04-17 01:19:23,-27.65,25.61,52.83,25,0,6.22
446,Okoneshnikovo,RU,2020-04-17 01:19:23,54.84,75.08,44.62,70,46,7.02
447,Ouallam,NE,2020-04-17 01:19:23,14.32,2.09,85.55,12,10,11.03
448,Ganta,LR,2020-04-17 01:19:23,7.3,-8.53,74.3,75,55,2.42
449,Kupino,RU,2020-04-17 01:19:23,54.37,77.3,44.62,75,7,6.26
450,Awbari,LY,2020-04-17 01:19:23,26.59,12.78,76.28,25,51,9.1
451,Maputo,MZ,2020-04-17 01:16:36,-25.97,32.59,70.0,91,54,10.0
452,Along,IN,2020-04-17 01:19:23,28.17,94.77,66.92,66,97,1.68
453,Srednekolymsk,RU,2020-04-17 01:19:23,67.45,153.68,6.08,93,100,10.33
454,Grindavik,IS,2020-04-17 01:19:23,63.84,-22.43,44.6,100,90,17.22
455,Gbadolite,CD,2020-04-17 01:19:23,4.28,21.02,75.81,56,18,1.79
456,Haines Junction,CA,2020-04-17 01:19:23,60.75,-137.51,43.32,66,100,2.44
457,Te Anau,NZ,2020-04-17 01:19:23,-45.42,167.72,56.25,72,88,5.19
458,Mehamn,NO,2020-04-17 01:19:23,71.04,27.85,34.95,94,100,18.81
459,Banes,CU,2020-04-17 01:19:23,20.96,-75.72,80.6,74,75,6.93
460,Sao Felix Do Xingu,BR,2020-04-17 01:19:24,-6.64,-51.99,73.18,88,71,1.79
461,Aksu,CN,2020-04-17 01:19:24,41.12,80.26,55.65,44,98,13.11
462,Daru,PG,2020-04-17 01:18:11,-9.08,143.21,80.31,84,98,6.42
463,Rio Gallegos,AR,2020-04-17 01:19:24,-51.62,-69.22,62.6,51,97,16.11
464,Tres Arroyos,AR,2020-04-17 01:19:24,-38.37,-60.28,58.93,50,48,8.14
465,Albemarle,US,2020-04-17 01:19:24,35.35,-80.2,57.2,57,1,1.32
466,Oltu,TR,2020-04-17 01:19:24,40.55,42.0,39.88,49,83,2.26
467,Finschhafen,PG,2020-04-17 01:19:24,-6.6,147.87,84.33,66,86,1.25
468,Meulaboh,ID,2020-04-17 01:19:24,4.14,96.13,77.07,88,100,1.43
469,Alcanena,PT,2020-04-17 01:19:24,39.46,-8.67,59.0,87,20,6.93
470,Pokhara,NP,2020-04-17 01:17:14,28.23,83.98,62.78,33,33,4.09
471,Rio De Janeiro,BR,2020-04-17 01:16:54,-22.9,-43.21,75.2,73,75,6.93
472,Honiara,SB,2020-04-17 01:19:24,-9.43,159.95,87.8,70,75,6.93
473,Mnogovershinnyy,RU,2020-04-17 01:19:24,53.94,139.92,39.22,61,1,8.03
474,Banjar,ID,2020-04-17 01:19:24,-8.19,114.97,84.2,89,20,8.05
475,Richards Bay,ZA,2020-04-17 01:19:24,-28.78,32.04,68.88,78,23,5.41
476,Faya,SA,2020-04-17 01:19:24,18.39,42.45,59.0,87,0,0.92
477,Stephenville,US,2020-04-17 01:19:01,32.22,-98.2,71.6,49,1,11.41
478,Dunedin,NZ,2020-04-17 01:19:24,-45.87,170.5,51.01,80,100,12.06
479,Kupang,ID,2020-04-17 01:19:14,-10.17,123.58,89.6,62,20,5.82
480,Trincomalee,LK,2020-04-17 01:19:24,8.57,81.23,79.86,83,45,4.85
481,Vulcan,RO,2020-04-17 01:19:25,45.38,23.27,42.39,51,56,0.87
482,Santa Cruz Del Norte,CU,2020-04-17 01:19:25,23.15,-81.92,84.2,78,40,8.05
483,Ashtabula,US,2020-04-17 01:19:25,41.7,-80.77,39.0,59,90,10.29
484,Ulaangom,MN,2020-04-17 01:19:25,49.98,92.07,33.46,59,36,4.05
485,Suicheng,CN,2020-04-17 01:19:25,33.9,117.93,60.62,52,38,6.51
486,Inuvik,CA,2020-04-17 01:19:25,68.35,-133.72,30.2,86,90,13.87
487,Kumluca,TR,2020-04-17 01:19:25,36.37,30.29,60.87,50,0,6.62
488,Pacific Grove,US,2020-04-17 01:16:51,36.62,-121.92,62.01,76,90,6.93
489,Caxito,AO,2020-04-17 01:19:25,-8.58,13.66,80.6,83,40,14.99
490,Los Llanos De Aridane,ES,2020-04-17 01:19:25,28.66,-17.92,68.0,68,90,5.82
491,Anaconda,US,2020-04-17 01:19:25,46.13,-112.94,37.4,34,1,9.17
492,Beloha,MG,2020-04-17 01:19:25,-25.17,45.05,74.84,64,51,5.93
493,Rosetown,CA,2020-04-17 01:19:25,51.55,-108.0,43.0,51,49,5.01
494,Leningradskiy,RU,2020-04-17 01:19:25,69.38,178.42,16.02,95,100,7.99
495,Praia Da Vitoria,PT,2020-04-17 01:19:25,38.73,-27.07,57.2,87,40,8.52
496,Barranca,PE,2020-04-17 01:19:25,-10.75,-77.77,73.96,69,27,8.37
497,Ziarat,PK,2020-04-17 01:19:25,30.38,67.73,46.71,42,93,1.88
498,Geraldton,AU,2020-04-17 01:19:25,-28.77,114.6,75.2,36,94,4.7
499,Hamilton,US,2020-04-17 01:19:25,39.18,-84.53,46.99,45,1,9.17
500,Duluth,US,2020-04-17 01:17:09,46.78,-92.11,39.0,37,1,5.82
501,Juneau,US,2020-04-17 01:15:03,58.3,-134.42,44.6,93,90,9.17
502,Waddan,LY,2020-04-17 01:19:25,29.16,16.14,68.4,43,16,9.53
503,Canavieiras,BR,2020-04-17 01:19:26,-15.68,-38.95,76.57,89,21,3.18
504,Tobermory,CA,2020-04-17 01:19:26,45.25,-81.67,30.99,69,38,1.01
505,Saldanha,ZA,2020-04-17 01:19:26,-33.01,17.94,57.2,87,81,3.36
506,Waipawa,NZ,2020-04-17 01:19:26,-41.41,175.52,66.2,72,55,19.46
507,Gawler,AU,2020-04-17 01:19:26,-34.6,138.73,66.0,51,75,11.41
508,Nome,US,2020-04-17 01:19:26,64.5,-165.41,34.0,100,90,11.41
509,Evensk,RU,2020-04-17 01:19:26,61.95,159.23,21.81,88,15,7.4
510,Ust-Kuyga,RU,2020-04-17 01:19:26,70.02,135.6,-2.4,88,99,9.37
511,Arraial Do Cabo,BR,2020-04-17 01:15:03,-22.97,-42.03,75.69,82,96,8.95
512,Taltal,CL,2020-04-17 01:19:26,-25.4,-70.48,64.58,69,4,4.07
513,Baie-Comeau,CA,2020-04-17 01:19:26,49.22,-68.15,32.0,50,1,6.93
514,Kokopo,PG,2020-04-17 01:19:26,-4.35,152.26,79.09,82,100,7.87
515,Selizharovo,RU,2020-04-17 01:19:26,56.85,33.45,32.2,88,75,10.58
516,Cervo,ES,2020-04-17 01:19:26,43.67,-7.41,52.0,1,93,4.32
517,San Patricio,MX,2020-04-17 01:16:19,19.22,-104.7,75.2,83,5,11.41
518,Sao Gabriel Da Cachoeira,BR,2020-04-17 01:19:26,-0.13,-67.09,75.51,91,83,1.63
519,Gerash,IR,2020-04-17 01:19:26,27.67,54.14,55.4,93,0,2.82
520,Oliva,ES,2020-04-17 01:19:26,38.92,-0.12,61.0,90,100,1.01
521,Polyarnyy,RU,2020-04-17 01:19:26,69.2,33.45,32.0,93,75,8.95
522,Talara,PE,2020-04-17 01:19:26,-4.58,-81.27,76.82,68,90,12.39
523,Korgen,NO,2020-04-17 01:19:27,66.08,13.82,30.2,86,100,14.99
524,Guia Lopes Da Laguna,BR,2020-04-17 01:19:27,-21.46,-56.11,61.12,58,0,4.81
525,Talaya,RU,2020-04-17 01:19:27,61.38,152.75,11.1,86,100,7.56
526,Biala Podlaska,PL,2020-04-17 01:19:27,52.03,23.12,40.14,71,94,4.21
527,Tibucani,RO,2020-04-17 01:19:27,47.1,26.53,48.99,52,75,12.75
528,Chimbote,PE,2020-04-17 01:19:27,-9.09,-78.58,73.06,72,28,7.34
529,Nerchinskiy Zavod,RU,2020-04-17 01:19:27,51.31,119.61,49.91,33,22,2.04
530,Codrington,AU,2020-04-17 01:19:27,-38.27,141.97,59.85,66,71,19.24
531,Champerico,GT,2020-04-17 01:19:27,14.3,-91.92,87.21,60,35,6.91
532,Ossora,RU,2020-04-17 01:19:27,59.24,163.07,28.13,94,4,3.74
533,Barinas,VE,2020-04-17 01:19:27,8.62,-70.21,84.6,38,57,1.36
534,Serenje,ZM,2020-04-17 01:19:27,-13.23,30.24,61.56,63,17,4.34
535,Langsa,ID,2020-04-17 01:19:27,4.47,97.97,77.14,88,94,1.97
536,Sarangani,PH,2020-04-17 01:19:27,5.4,125.46,83.17,77,48,20.4
537,Seoul,KR,2020-04-17 01:15:59,37.57,126.98,51.8,87,90,5.82
538,Fairmont,US,2020-04-17 01:17:14,39.49,-80.14,44.6,30,1,4.7
539,Viedma,AR,2020-04-17 01:19:27,-40.81,-63.0,71.06,37,60,15.5
540,Parrita,CR,2020-04-17 01:19:27,9.52,-84.32,75.2,57,17,9.17
541,Brownwood,US,2020-04-17 01:19:27,31.71,-98.99,71.6,49,1,12.75
542,Sembakung,ID,2020-04-17 01:18:06,3.82,117.25,80.73,77,67,2.89
543,Lesozavodsk,RU,2020-04-17 01:19:27,45.48,133.42,47.1,53,98,10.42
544,La Primavera,CO,2020-04-17 01:19:27,5.49,-70.41,87.73,38,23,4.47
545,Lata,PT,2020-04-17 01:19:28,40.16,-8.33,57.99,87,20,6.93
546,Kasempa,ZM,2020-04-17 01:19:28,-13.46,25.83,63.45,65,20,5.26
